,title,author,pub_date,genre,book_summary
9384,The Journal of Julius Rodman,Edgar Allan Poe,1840-01-01,Adventure novel,"The Journal of Julius Rodman Edgar Allan Poe Adventure novel  The Journal of Julius Rodman is a fictionalised account of the first expedition across the Western Wilderness, crossing the Rocky Mountains. The journal chronicled a 1792 expedition led by Julius Rodman up the Missouri River to the Northwest. This 1792 expedition would have made Rodman the first European to cross the Rocky Mountains. The detailed journal chronicles events of the most surprising nature, and recounts ""the unparalleled vicissitudes and adventures experienced by a handful of men"
3968,Berenice,Edgar Allan Poe,1835-03-01,Horror,"Berenice Edgar Allan Poe Horror  The narrator, Egaeus, is a studious young man who grows up in a large gloomy mansion with his cousin Berenice. He suffers from a type of obsessive disorder, a monomania that makes him fixate on objects. She, originally beautiful, suffers from some unspecified degenerative illness, with periods of catalepsy a particular symptom, which he refers to as a trance. Nevertheless, they are due to be married. One afternoon, Egaeus sees Berenice as he sits in the library. When she smiles, he focuses on"
1306,The Narrative of Arthur Gordon Pym of Nantucket,Edgar Allan Poe,1838-07-01,Gothic fiction,"The Narrative of Arthur Gordon Pym of Nantucket Edgar Allan Poe Gothic fiction  The book comprises a preface, 25 chapters, and an afterword, with a total of around 72,000 words. Arthur Gordon Pym was born on the island of Nantucket, famous for its fishing harbor and whaling. His best friend, Augustus Barnard, is the son of the captain of a whaling ship. One night, the two boys get drunk and decide, on Augustus's whim, to take advantage of the breeze and sail out on Pym's sailboat, the Ariel. But the breeze turns out to be the beginnings of a violent storm. The situation"
831,The Cask of Amontillado,Edgar Allan Poe,1846-11-01,Horror,"The Cask of Amontillado Edgar Allan Poe Horror  Montresor tells the story of the day that he took his revenge on Fortunato, a fellow nobleman, to an unspecified person who knows him very well. Angry over some unspecified insult, he plots to murder his friend during Carnival when the man is drunk, dizzy, and wearing a jester's motley. He baits Fortunato by telling him he has obtained what he believes to be a pipe (about 130 gallons, 492 litres) of a rare vintage of Amontillado. He claims he wants his friend's expert opinion on the subject."
1242,The Fall of the House of Usher,Edgar Allan Poe,1839-09-01,Horror,"The Fall of the House of Usher Edgar Allan Poe Horror  The legend opens with the unnamed narrator arriving at the house of his friend, Roderick Usher, having received a letter from him in a distant part of the country complaining of an illness and asking for his help. Although Poe wrote this short story before the invention of modern psychological science, Roderick's pathagens can be described according to its terminology. They include a form of sensory overload known as hyperesthesia (hypersensitivity to light, sounds, smells, and tastes),"
4414,Ligeia,Edgar Allan Poe,1838-09-01,Gothic fiction,"Ligeia Edgar Allan Poe Gothic fiction  The unnamed narrator describes the qualities of Ligeia, a beautiful, passionate and intellectual woman, raven-haired and dark-eyed, that he thinks he remembers meeting ""in some large, old decaying city near the Rhine."" He is unable to recall anything about the history of Ligeia, including her family's name, but remembers her beautiful appearance. Her beauty, however, is not conventional. He describes her as emaciated, with some ""strangeness."" He describes her face in detail, from her"
403,A Descent into the Maelstrom,Edgar Allan Poe,1841-04-01,Science Fiction,"A Descent into the Maelstrom Edgar Allan Poe Science Fiction  Inspired by the Moskstraumen, it is couched as a story within a story, a tale told at the summit of a mountain climb in Lofoten, Norway. The story is told by an old man who reveals that he only appears old—""You suppose me a very old man,"" he says, ""but I am not. It took less than a single day to change these hairs from a jetty black to white, to weaken my limbs, and to unstring my nerves."" The narrator, convinced by the power of the whirlpools he sees in the ocean beyond, is then told of the"
397,The Masque of the Red Death,Edgar Allan Poe,1842-05-01,Gothic fiction,"The Masque of the Red Death Edgar Allan Poe Gothic fiction  The story takes place at the castellated abbey of the ""happy and dauntless and sagacious"" Prince Prospero. Prospero and one thousand other nobles have taken refuge in this walled abbey to escape the Red Death, a terrible plague with gruesome symptoms that has swept over the land. Victims feel overcome by convulsive agony and sweat blood. The plague is said to kill within half an hour. Prospero and his court are presented as indifferent to the sufferings of the population at large, intending to"
15621,Casablanca,Edgar Brau,2003-08-01,Novella,"Casablanca Edgar Brau Novella  Casablanca begins when the narrator, who is driving his car to Mar del Plata seaside resort, is caught by a big storm. While looking for some shelter he comes across a place similar to Rick's Café Américain. He gets out of the car and, almost blinded by the rain, hurries to the entrance door. Just then somebody starts playing ""As Time Goes By"" on a piano at the back of the room. The player is identical to Sam, but much older; he is wearing the same suit jacket that is shown in the film, but"
8927,Tarzan the Magnificent,Edgar Rice Burroughs,1939-01-01,Science fiction,"Tarzan the Magnificent Edgar Rice Burroughs Science fiction  Tarzan encounters a lost race with uncanny mental powers, after which he revisits the lost cities of Cathne and Athne, previously encountered in the earlier novel Tarzan and the City of Gold. As usual, he is backed up by Chief Muviro and his faithful Waziri warriors."
8926,Tarzan and the Forbidden City,Edgar Rice Burroughs,1938-01-01,Science fiction,"Tarzan and the Forbidden City Edgar Rice Burroughs Science fiction  A young man named Brian Gregory has disappeared in Africa, looking for the fabled Father of Diamonds; his father and sister want to go rescue him, and they can only enlist Tarzan's help because they know Captain Paul D`Arnot. By chance, Tarzan and Brian are lookalike, thus making some vile scoundrels to think Tarzan is Brian. They are also heading out after the big old diamond. The Forbidden city is again in a secret valley, with two cities Ashair and Thobos in war, because of the Father of"
8925,Tarzan's Quest,Edgar Rice Burroughs,1936-01-01,Science fiction,"Tarzan's Quest Edgar Rice Burroughs Science fiction  Tarzan's wife Jane (her first appearance since Tarzan and the Ant Men and also her last as a major character in the series), becomes involved in a search for a bloodthirsty lost tribe reputed to possess an immortality drug. Also drawn in are Tarzan and his monkey companion, little Nkima, and Chief Muviro and his faithful Waziri warriors, who are searching for Muviro's lost daughter Buira. Nkima's vital contribution to the adventure is recognized when he is made a recipient of the treatment"
5238,The People That Time Forgot,Edgar Rice Burroughs,1963-01-01,Science Fiction,"The People That Time Forgot Edgar Rice Burroughs Science Fiction  The novel begins with the organization of an expedition to rescue Bowen J. Tyler, Lys La Rue, and the other castaways marooned on the large Antarctic island of Caprona, whose tropical interior, known to its inhabitants as Caspak, is home to prehistoric fauna of all eras. Tyler's recovered manuscript detailing their ordeal is delivered to his family, and the relief effort is put together by Tom Billings, secretary of the Tyler shipbuilding business. The expedition's ship, the Toreador, locates"
